1.3e-06	-4.43936e-30
1.31e-06	1.51107e-28
1.32e-06	1.15598e-28
1.33e-06	4.9915e-29
1.34e-06	8.4934e-29
1.35e-06	-7.14884e-29
1.36e-06	2.17873e-29
1.37e-06	-1.03635e-27
1.38e-06	1.25858e-28
1.39e-06	-8.25382e-28
1.4e-06	4.89245e-28
1.41e-06	-3.2281e-28
1.42e-06	-4.59019e-28
1.43e-06	1.44948e-27
1.44e-06	-9.12088e-28
1.45e-06	-2.22535e-28
1.46e-06	-2.02663e-27
1.47e-06	7.97298e-28
1.48e-06	-1.03458e-27
1.49e-06	-8.13093e-28
1.5e-06	1.60426e-27
1.51e-06	-1.28504e-27
1.52e-06	8.45914e-28
1.53e-06	6.71308e-29
1.54e-06	3.10721e-27
1.55e-06	-4.06249e-30
1.56e-06	4.12938e-28
1.57e-06	4.74e-28
1.58e-06	4.76658e-28
1.59e-06	6.01489e-28
1.6e-06	2.93485e-30
1.61e-06	2.34082e-28
1.62e-06	6.34164e-28
1.63e-06	1.00208e-27
1.64e-06	1.96398e-26
1.65e-06	-2.88104e-27
1.66e-06	-4.41196e-27
1.67e-06	-2.76366e-28
1.68e-06	-2.87664e-26
1.69e-06	5.28131e-28
1.7e-06	-4.52029e-29
1.71e-06	9.68231e-29
1.72e-06	4.64636e-28
1.73e-06	2.93422e-28
1.74e-06	4.53439e-28
1.75e-06	5.38976e-29
1.76e-06	3.38682e-29
1.77e-06	3.31431e-29
1.78e-06	-8.72916e-28
1.79e-06	5.86894e-28
1.8e-06	-5.71352e-30
1.81e-06	2.13394e-27
1.82e-06	8.75305e-28
1.83e-06	-2.29709e-27
1.84e-06	-1.80403e-27
1.85e-06	-2.709e-27
1.86e-06	-1.52517e-28
1.87e-06	-1.24609e-27
1.88e-06	-2.03369e-28
1.89e-06	4.56376e-30
1.9e-06	-5.96506e-28
1.91e-06	-2.09703e-29
1.92e-06	-3.67896e-29
1.93e-06	-7.33137e-29
1.94e-06	2.53439e-29
1.95e-06	5.61468e-29
1.96e-06	-3.00805e-28
1.97e-06	-2.35753e-27
1.98e-06	1.75385e-28
1.99e-06	2.08079e-27
2e-06	2.75894e-26
2.01e-06	-4.48545e-27
2.02e-06	5.85266e-29
2.03e-06	1.58706e-27
2.04e-06	-3.87345e-27
2.05e-06	8.08107e-29
2.06e-06	3.73927e-29
2.07e-06	-1.63062e-28
2.08e-06	-6.94999e-28
2.09e-06	-9.87705e-27
2.1e-06	-2.05921e-28
2.11e-06	3.42543e-28
2.12e-06	-2.49517e-27
2.13e-06	-3.18267e-27
2.14e-06	-1.99357e-28
2.15e-06	-4.84752e-28
2.16e-06	5.57385e-29
2.17e-06	-1.58479e-30
2.18e-06	-1.37575e-28
2.19e-06	8.06354e-28
2.2e-06	7.19625e-30
2.21e-06	-3.49393e-28
2.22e-06	-9.5793e-30
2.23e-06	-6.27154e-28
2.24e-06	3.31896e-28
2.25e-06	-1.20639e-28
2.26e-06	-3.71291e-28
2.27e-06	5.95942e-28
2.28e-06	8.04661e-29
2.29e-06	4.57269e-29
2.3e-06	-1.76903e-28
2.31e-06	5.48472e-29
2.32e-06	3.30319e-28
2.33e-06	-2.71863e-29
2.34e-06	8.6383e-28
2.35e-06	-1.62829e-28
2.36e-06	7.00763e-29
2.37e-06	-6.91236e-28
2.38e-06	5.88792e-29
2.39e-06	-4.1645e-28
2.4e-06	2.03267e-28
2.41e-06	-6.22105e-28
2.42e-06	3.39553e-29
2.43e-06	6.88607e-29
2.44e-06	1.98615e-29
2.45e-06	-3.67656e-28
2.46e-06	5.39433e-29
2.47e-06	4.87685e-29
2.48e-06	4.36624e-29
2.49e-06	-1.08448e-27
2.5e-06	-3.00609e-28
2.51e-06	9.11129e-28
2.52e-06	9.67917e-29
2.53e-06	-4.18073e-28
2.54e-06	-1.29004e-27
2.55e-06	-3.58607e-27
2.56e-06	1.70165e-28
2.57e-06	2.39135e-28
2.58e-06	2.63286e-28
2.59e-06	9.12356e-27
2.6e-06	-2.3599e-26
2.61e-06	-7.79385e-28
2.62e-06	-1.41224e-26
2.63e-06	8.15101e-27
2.64e-06	3.76582e-27
2.65e-06	9.02736e-27
2.66e-06	-2.58633e-27
2.67e-06	5.47314e-27
2.68e-06	5.84299e-29
2.69e-06	-6.04895e-28
2.7e-06	-6.19034e-29
2.71e-06	-6.91985e-29
2.72e-06	1.67528e-27
2.73e-06	2.11869e-27
2.74e-06	-1.95178e-27
2.75e-06	-3.12652e-28
2.76e-06	-5.19888e-28
2.77e-06	9.18021e-29
2.78e-06	8.18536e-29
2.79e-06	-1.80536e-27
2.8e-06	6.26038e-29
2.81e-06	5.3415e-29
2.82e-06	-4.45709e-29
2.83e-06	-3.55458e-29
2.84e-06	1.13447e-27
2.85e-06	6.44494e-28
2.86e-06	-4.99005e-28
2.87e-06	6.12611e-30
2.88e-06	-4.01316e-31
2.89e-06	2.34529e-28
2.9e-06	3.291e-28
2.91e-06	-3.32345e-28
2.92e-06	-2.29382e-29
2.93e-06	-5.35428e-28
2.94e-06	3.7764e-28
2.95e-06	-1.1329e-27
2.96e-06	-4.06776e-29
2.97e-06	2.11865e-28
2.98e-06	3.37342e-28
2.99e-06	7.44222e-28
3e-06	1.54843e-27
3.01e-06	-4.70905e-28
3.02e-06	1.24012e-27
3.03e-06	-7.45716e-28
3.04e-06	-2.89754e-28
3.05e-06	-6.87127e-28
3.06e-06	4.09395e-28
3.07e-06	-1.34744e-27
3.08e-06	1.3335e-28
3.09e-06	3.18349e-28
3.1e-06	5.0629e-28
3.11e-06	2.87267e-28
3.12e-06	2.88524e-28
3.13e-06	-8.69243e-28
3.14e-06	-1.52136e-28
3.15e-06	1.02428e-28
3.16e-06	1.94848e-28
3.17e-06	-4.58353e-29
3.18e-06	9.26438e-29
3.19e-06	-1.03668e-27
3.2e-06	-1.90351e-28
3.21e-06	1.13916e-28
3.22e-06	-2.045e-28
3.23e-06	-2.05615e-28
3.24e-06	7.60529e-29
3.25e-06	-4.7302e-28
3.26e-06	2.58536e-28
3.27e-06	9.16183e-29
3.28e-06	-3.6096e-29
3.29e-06	6.51157e-29
3.3e-06	4.8747e-28
