1.3e-06	2.31306e-12
1.31e-06	2.35716e-12
1.32e-06	2.38631e-12
1.33e-06	2.39524e-12
1.34e-06	2.38904e-12
1.35e-06	2.37431e-12
1.36e-06	2.35693e-12
1.37e-06	2.34198e-12
1.38e-06	2.3341e-12
1.39e-06	2.33849e-12
1.4e-06	2.3693e-12
1.41e-06	2.41404e-12
1.42e-06	2.65559e-12
1.43e-06	2.60028e-12
1.44e-06	2.76067e-12
1.45e-06	2.98279e-12
1.46e-06	3.26816e-12
1.47e-06	3.61175e-12
1.48e-06	3.97625e-12
1.49e-06	4.22044e-12
1.5e-06	4.09256e-12
1.51e-06	3.60383e-12
1.52e-06	3.10596e-12
1.53e-06	2.76837e-12
1.54e-06	2.5613e-12
1.55e-06	2.43026e-12
1.56e-06	2.34136e-12
1.57e-06	2.27694e-12
1.58e-06	2.22796e-12
1.59e-06	2.18975e-12
1.6e-06	2.15984e-12
1.61e-06	2.13715e-12
1.62e-06	2.122e-12
1.63e-06	2.11982e-12
1.64e-06	2.37517e-12
1.65e-06	2.15062e-12
1.66e-06	2.19684e-12
1.67e-06	2.61834e-12
1.68e-06	4.88341e-12
1.69e-06	2.51339e-12
1.7e-06	2.26242e-12
1.71e-06	2.21352e-12
1.72e-06	2.20958e-12
1.73e-06	2.22341e-12
1.74e-06	2.24685e-12
1.75e-06	2.276e-12
1.76e-06	2.30759e-12
1.77e-06	2.33746e-12
1.78e-06	2.35942e-12
1.79e-06	2.36434e-12
1.8e-06	2.33982e-12
1.81e-06	2.27153e-12
1.82e-06	2.14773e-12
1.83e-06	1.96669e-12
1.84e-06	1.74265e-12
1.85e-06	1.50367e-12
1.86e-06	1.28035e-12
1.87e-06	1.09389e-12
1.88e-06	9.51901e-13
1.89e-06	8.51753e-13
1.9e-06	7.86059e-13
1.91e-06	7.46748e-13
1.92e-06	7.27054e-13
1.93e-06	7.22152e-13
1.94e-06	7.29237e-13
1.95e-06	7.47641e-13
1.96e-06	7.79615e-13
1.97e-06	8.335e-13
1.98e-06	9.378e-13
1.99e-06	1.23708e-12
2e-06	3.49486e-12
2.01e-06	2.23506e-12
2.02e-06	1.3636e-12
2.03e-06	1.41117e-12
2.04e-06	1.6616e-12
2.05e-06	2.08728e-12
2.06e-06	2.71237e-12
2.07e-06	3.47298e-12
2.08e-06	4.0729e-12
2.09e-06	4.14225e-12
2.1e-06	3.71543e-12
2.11e-06	3.12969e-12
